DateTime,name,value
2020-01-01T00:00:00.0,bus-1-bus-10-i_3,113.93661149776415
2020-01-01T00:00:00.0,bus-1-bus-2-i_1,22.526406773947638
2020-01-01T00:00:00.0,bus-1-bus-4-i_2,21.036952732145274
2020-01-01T00:00:00.0,bus-2-bus-3-i_4,-104.21808865640057
2020-01-01T00:00:00.0,bus-4-bus-10-i_7,13.4897968597565
2020-01-01T01:00:00.0,bus-1-bus-10-i_3,-31.366366205465734
2020-01-01T01:00:00.0,bus-1-bus-2-i_1,82.4123135765162
2020-01-01T01:00:00.0,bus-1-bus-4-i_2,-32.03377996594199
2020-01-01T01:00:00.0,bus-2-bus-3-i_4,39.647364354453174
2020-01-01T01:00:00.0,bus-4-bus-10-i_7,29.446655438802296
2020-01-01T02:00:00.0,bus-1-bus-10-i_3,-31.379791329231864
2020-01-01T02:00:00.0,bus-1-bus-2-i_1,82.3581855533254
2020-01-01T02:00:00.0,bus-1-bus-4-i_2,-32.06451832412547
2020-01-01T02:00:00.0,bus-2-bus-3-i_4,39.733234281990335
2020-01-01T02:00:00.0,bus-4-bus-10-i_7,29.456496430912164
2020-01-01T03:00:00.0,bus-1-bus-10-i_3,-31.385070145970985
2020-01-01T03:00:00.0,bus-1-bus-2-i_1,82.33457753679552
2020-01-01T03:00:00.0,bus-1-bus-4-i_2,-32.07863108947523
2020-01-01T03:00:00.0,bus-2-bus-3-i_4,39.769606624966826
2020-01-01T03:00:00.0,bus-4-bus-10-i_7,29.46181192287773
2020-01-01T04:00:00.0,bus-1-bus-10-i_3,-31.303343567254217
2020-01-01T04:00:00.0,bus-1-bus-2-i_1,82.69814889174472
2020-01-01T04:00:00.0,bus-1-bus-4-i_2,-31.860314893265716
2020-01-01T04:00:00.0,bus-2-bus-3-i_4,39.21147480108373
2020-01-01T04:00:00.0,bus-4-bus-10-i_7,29.379512812323615
2020-01-01T05:00:00.0,bus-1-bus-10-i_3,-31.067695916330873
2020-01-01T05:00:00.0,bus-1-bus-2-i_1,83.71838077807388
2020-01-01T05:00:00.0,bus-1-bus-4-i_2,-31.23873423368697
2020-01-01T05:00:00.0,bus-2-bus-3-i_4,37.66479784747004
2020-01-01T05:00:00.0,bus-4-bus-10-i_7,29.146346962406213
2020-01-01T06:00:00.0,bus-1-bus-10-i_3,-30.731141008862757
2020-01-01T06:00:00.0,bus-1-bus-2-i_1,85.14379662057235
2020-01-01T06:00:00.0,bus-1-bus-4-i_2,-30.341093506077115
2020-01-01T06:00:00.0,bus-2-bus-3-i_4,35.561635378396275
2020-01-01T06:00:00.0,bus-4-bus-10-i_7,28.80312090240321
2020-01-01T07:00:00.0,bus-1-bus-10-i_3,-30.787743775684312
2020-01-01T07:00:00.0,bus-1-bus-2-i_1,84.90871017090733
2020-01-01T07:00:00.0,bus-1-bus-4-i_2,-30.490731273074225
2020-01-01T07:00:00.0,bus-2-bus-3-i_4,35.905045560107
2020-01-01T07:00:00.0,bus-4-bus-10-i_7,28.860145919115336
2020-01-01T08:00:00.0,bus-1-bus-10-i_3,-30.861582588220404
2020-01-01T08:00:00.0,bus-1-bus-2-i_1,84.59998143956633
2020-01-01T08:00:00.0,bus-1-bus-4-i_2,-30.686130817827404
2020-01-01T08:00:00.0,bus-2-bus-3-i_4,36.35832388355051
2020-01-01T08:00:00.0,bus-4-bus-10-i_7,28.934534286537883
2020-01-01T09:00:00.0,bus-1-bus-10-i_3,-30.836252317457014
2020-01-01T09:00:00.0,bus-1-bus-2-i_1,84.69868111152721
2020-01-01T09:00:00.0,bus-1-bus-4-i_2,-30.625760513864897
2020-01-01T09:00:00.0,bus-2-bus-3-i_4,36.2102233544543
2020-01-01T09:00:00.0,bus-4-bus-10-i_7,28.913680355533277
2020-01-01T10:00:00.0,bus-1-bus-10-i_3,-30.961574129895848
2020-01-01T10:00:00.0,bus-1-bus-2-i_1,84.1780219300015
2020-01-01T10:00:00.0,bus-1-bus-4-i_2,-30.95110623571642
2020-01-01T10:00:00.0,bus-2-bus-3-i_4,36.982154760733735
2020-01-01T10:00:00.0,bus-4-bus-10-i_7,29.035266611406474
2020-01-01T11:00:00.0,bus-1-bus-10-i_3,-30.991163725541693
2020-01-01T11:00:00.0,bus-1-bus-2-i_1,84.0453712511688
2020-01-01T11:00:00.0,bus-1-bus-4-i_2,-31.03575659363291
2020-01-01T11:00:00.0,bus-2-bus-3-i_4,37.17654151810193
2020-01-01T11:00:00.0,bus-4-bus-10-i_7,29.069402501136878
2020-01-01T12:00:00.0,bus-1-bus-10-i_3,-30.988660762788534
2020-01-01T12:00:00.0,bus-1-bus-2-i_1,84.06291693029573
2020-01-01T12:00:00.0,bus-1-bus-4-i_2,-31.02296079026985
2020-01-01T12:00:00.0,bus-2-bus-3-i_4,37.15320832136181
2020-01-01T12:00:00.0,bus-4-bus-10-i_7,29.06255303265685
2020-01-01T13:00:00.0,bus-1-bus-10-i_3,-31.04427286385527
2020-01-01T13:00:00.0,bus-1-bus-2-i_1,83.82548159660466
2020-01-01T13:00:00.0,bus-1-bus-4-i_2,-31.170591278489074
2020-01-01T13:00:00.0,bus-2-bus-3-i_4,37.507267404514536
2020-01-01T13:00:00.0,bus-4-bus-10-i_7,29.11857387696718
2020-01-01T14:00:00.0,bus-1-bus-10-i_3,-31.062000338166396
2020-01-01T14:00:00.0,bus-1-bus-2-i_1,83.74276613873866
2020-01-01T14:00:00.0,bus-1-bus-4-i_2,-31.22361854199771
2020-01-01T14:00:00.0,bus-2-bus-3-i_4,37.62821980459474
2020-01-01T14:00:00.0,bus-4-bus-10-i_7,29.140620510999593
2020-01-01T15:00:00.0,bus-1-bus-10-i_3,-31.04427286385527
2020-01-01T15:00:00.0,bus-1-bus-2-i_1,83.82548159660466
2020-01-01T15:00:00.0,bus-1-bus-4-i_2,-31.170591278489074
2020-01-01T15:00:00.0,bus-2-bus-3-i_4,37.507267404514536
2020-01-01T15:00:00.0,bus-4-bus-10-i_7,29.11857387696718
2020-01-01T16:00:00.0,bus-1-bus-10-i_3,-30.90693306946716
2020-01-01T16:00:00.0,bus-1-bus-2-i_1,84.40917140052483
2020-01-01T16:00:00.0,bus-1-bus-4-i_2,-30.806255039722252
2020-01-01T16:00:00.0,bus-2-bus-3-i_4,36.63979693761725
2020-01-01T16:00:00.0,bus-4-bus-10-i_7,28.980221326431852
2020-01-01T17:00:00.0,bus-1-bus-10-i_3,-29.869566230756295
2020-01-01T17:00:00.0,bus-1-bus-2-i_1,88.56459418027418
2020-01-01T17:00:00.0,bus-1-bus-4-i_2,-28.09049355581259
2020-01-01T17:00:00.0,bus-2-bus-3-i_4,30.71680948965474
2020-01-01T17:00:00.0,bus-4-bus-10-i_7,27.943865993731933
2020-01-01T18:00:00.0,bus-1-bus-10-i_3,-29.767550247465202
2020-01-01T18:00:00.0,bus-1-bus-2-i_1,88.95485858616254
2020-01-01T18:00:00.0,bus-1-bus-4-i_2,-27.825221120393252
2020-01-01T18:00:00.0,bus-2-bus-3-i_4,30.181439099495844
