DateTime,name,value
2020-01-01T00:00:00.0,bus-4,0.9008581537880047
2020-01-01T00:00:00.0,bus-2,0.9000000242125671
2020-01-01T00:00:00.0,bus-10,0.9052692462087515
2020-01-01T00:00:00.0,bus-3,0.9125642907278273
2020-01-01T00:00:00.0,bus-1,0.9115938902822232
2020-01-01T01:00:00.0,bus-4,1.0999995993333553
2020-01-01T01:00:00.0,bus-2,1.069179941948223
2020-01-01T01:00:00.0,bus-10,1.0966806708683103
2020-01-01T01:00:00.0,bus-3,1.064827529605636
2020-01-01T01:00:00.0,bus-1,1.0935043500756674
2020-01-01T02:00:00.0,bus-4,1.099999999763872
2020-01-01T02:00:00.0,bus-2,1.0691881084927224
2020-01-01T02:00:00.0,bus-10,1.0966634187168665
2020-01-01T02:00:00.0,bus-3,1.0648282238444509
2020-01-01T02:00:00.0,bus-1,1.0934908785710238
2020-01-01T03:00:00.0,bus-4,1.099999999763149
2020-01-01T03:00:00.0,bus-2,1.0691912712999587
2020-01-01T03:00:00.0,bus-10,1.096655561397406
2020-01-01T03:00:00.0,bus-3,1.0648282263961253
2020-01-01T03:00:00.0,bus-1,1.09348466746296
2020-01-01T04:00:00.0,bus-4,1.099999999774447
2020-01-01T04:00:00.0,bus-2,1.069143080306121
2020-01-01T04:00:00.0,bus-10,1.096776471250522
2020-01-01T04:00:00.0,bus-3,1.0648285416459824
2020-01-01T04:00:00.0,bus-1,1.0935803521199252
2020-01-01T05:00:00.0,bus-4,1.0999996594897623
2020-01-01T05:00:00.0,bus-2,1.0690126458029174
2020-01-01T05:00:00.0,bus-10,1.0971139569100186
2020-01-01T05:00:00.0,bus-3,1.064832673998475
2020-01-01T05:00:00.0,bus-1,1.0938484530351622
2020-01-01T06:00:00.0,bus-4,1.0999999998298886
2020-01-01T06:00:00.0,bus-2,1.068845780772566
2020-01-01T06:00:00.0,bus-10,1.097584830396467
2020-01-01T06:00:00.0,bus-3,1.0648490766621876
2020-01-01T06:00:00.0,bus-1,1.094225627851599
2020-01-01T07:00:00.0,bus-4,1.099999999825367
2020-01-01T07:00:00.0,bus-2,1.068872448419276
2020-01-01T07:00:00.0,bus-10,1.0975074818480886
2020-01-01T07:00:00.0,bus-3,1.0648457935847844
2020-01-01T07:00:00.0,bus-1,1.0941634860889395
2020-01-01T08:00:00.0,bus-4,1.0999999998195593
2020-01-01T08:00:00.0,bus-2,1.0689080597219611
2020-01-01T08:00:00.0,bus-10,1.097405793626747
2020-01-01T08:00:00.0,bus-3,1.0648418863560158
2020-01-01T08:00:00.0,bus-1,1.0940819133388513
2020-01-01T09:00:00.0,bus-4,1.0999996948522663
2020-01-01T09:00:00.0,bus-2,1.0688956805440564
2020-01-01T09:00:00.0,bus-10,1.0974375573456647
2020-01-01T09:00:00.0,bus-3,1.0648424307750035
2020-01-01T09:00:00.0,bus-1,1.0941072347353382
2020-01-01T10:00:00.0,bus-4,1.0999999998112446
2020-01-01T10:00:00.0,bus-2,1.068957839515592
2020-01-01T10:00:00.0,bus-10,1.0972666039373338
2020-01-01T10:00:00.0,bus-3,1.064837305195864
2020-01-01T10:00:00.0,bus-1,1.0939704890735924
2020-01-01T11:00:00.0,bus-4,1.0999996720830008
2020-01-01T11:00:00.0,bus-2,1.068972842698076
2020-01-01T11:00:00.0,bus-10,1.0972220457166872
2020-01-01T11:00:00.0,bus-3,1.0648353884509403
2020-01-01T11:00:00.0,bus-1,1.0939347265363728
2020-01-01T12:00:00.0,bus-4,1.0999999998084191
2020-01-01T12:00:00.0,bus-2,1.0689716452524167
2020-01-01T12:00:00.0,bus-10,1.097228592787663
2020-01-01T12:00:00.0,bus-3,1.064836210731251
2020-01-01T12:00:00.0,bus-1,1.0939401076336228
2020-01-01T13:00:00.0,bus-4,1.0999999998034995
2020-01-01T13:00:00.0,bus-2,1.0690004356114644
2020-01-01T13:00:00.0,bus-10,1.0971501265526307
2020-01-01T13:00:00.0,bus-3,1.0648341671315507
2020-01-01T13:00:00.0,bus-1,1.0938774564953202
2020-01-01T14:00:00.0,bus-4,1.0999996604598123
2020-01-01T14:00:00.0,bus-2,1.0690096452892934
2020-01-01T14:00:00.0,bus-10,1.0971220395169519
2020-01-01T14:00:00.0,bus-3,1.0648328577600084
2020-01-01T14:00:00.0,bus-1,1.093854898559035
2020-01-01T15:00:00.0,bus-4,1.0999999998034995
2020-01-01T15:00:00.0,bus-2,1.0690004356114644
2020-01-01T15:00:00.0,bus-10,1.0971501265526307
2020-01-01T15:00:00.0,bus-3,1.0648341671315507
2020-01-01T15:00:00.0,bus-1,1.0938774564953202
2020-01-01T16:00:00.0,bus-4,1.0999999998157928
2020-01-01T16:00:00.0,bus-2,1.0689304098721795
2020-01-01T16:00:00.0,bus-10,1.097342881836655
2020-01-01T16:00:00.0,bus-3,1.0648397049079763
2020-01-01T16:00:00.0,bus-1,1.0940315176693602
2020-01-01T17:00:00.0,bus-4,1.0999997866065605
2020-01-01T17:00:00.0,bus-2,1.0684969452163762
2020-01-01T17:00:00.0,bus-10,1.098701801996745
2020-01-01T17:00:00.0,bus-3,1.064923783171008
2020-01-01T17:00:00.0,bus-1,1.0951313386542556
2020-01-01T18:00:00.0,bus-4,1.0999997934292216
2020-01-01T18:00:00.0,bus-2,1.068461644621433
2020-01-01T18:00:00.0,bus-10,1.098828466067382
2020-01-01T18:00:00.0,bus-3,1.0649353930808865
2020-01-01T18:00:00.0,bus-1,1.0952349957496288
2020-01-01T19:00:00.0,bus-4,1.0999997858437516
2020-01-01T19:00:00.0,bus-2,1.0685010987718184
2020-01-01T19:00:00.0,bus-10,1.0986871511066827
2020-01-01T19:00:00.0,bus-3,1.064922484451641
2020-01-01T19:00:00.0,bus-1,1.095119359927794
2020-01-01T20:00:00.0,bus-4,1.099999772937897
2020-01-01T20:00:00.0,bus-2,1.0685675578080327
2020-01-01T20:00:00.0,bus-10,1.0984566716856379
