DateTime,name,value
2020-01-01T00:00:00.0,bus-4,0.0
2020-01-01T00:00:00.0,bus-2,-0.04467098180240647
2020-01-01T00:00:00.0,bus-10,0.07287462717371973
2020-01-01T00:00:00.0,bus-3,-0.04440896818275064
2020-01-01T00:00:00.0,bus-1,0.054216246931386713
2020-01-01T01:00:00.0,bus-4,0.0
2020-01-01T01:00:00.0,bus-2,-0.006536659505232301
2020-01-01T01:00:00.0,bus-10,0.03709979871567884
2020-01-01T01:00:00.0,bus-3,-0.008428172657765742
2020-01-01T01:00:00.0,bus-1,0.024793231407910468
2020-01-01T02:00:00.0,bus-4,0.0
2020-01-01T02:00:00.0,bus-2,-0.006491445777538454
2020-01-01T02:00:00.0,bus-10,0.037000632954678515
2020-01-01T02:00:00.0,bus-3,-0.008370914710732971
2020-01-01T02:00:00.0,bus-1,0.024731228148505084
2020-01-01T03:00:00.0,bus-4,0.0
2020-01-01T03:00:00.0,bus-2,-0.006472062915458991
2020-01-01T03:00:00.0,bus-10,0.03695818222921859
2020-01-01T03:00:00.0,bus-3,-0.008346374916465765
2020-01-01T03:00:00.0,bus-1,0.024704692433578146
2020-01-01T04:00:00.0,bus-4,0.0
2020-01-01T04:00:00.0,bus-2,-0.006769296016953289
2020-01-01T04:00:00.0,bus-10,0.03760900047772205
2020-01-01T04:00:00.0,bus-3,-0.008722687505928656
2020-01-01T04:00:00.0,bus-1,0.025111513529530425
2020-01-01T05:00:00.0,bus-4,0.0
2020-01-01T05:00:00.0,bus-2,-0.007590213539287918
2020-01-01T05:00:00.0,bus-10,0.039404900995013925
2020-01-01T05:00:00.0,bus-3,-0.009762015801437762
2020-01-01T05:00:00.0,bus-1,0.02623411758907448
2020-01-01T06:00:00.0,bus-4,0.0
2020-01-01T06:00:00.0,bus-2,-0.00870273777275962
2020-01-01T06:00:00.0,bus-10,0.041834326495808226
2020-01-01T06:00:00.0,bus-3,-0.01117047794188003
2020-01-01T06:00:00.0,bus-1,0.02775266064222136
2020-01-01T07:00:00.0,bus-4,0.0
2020-01-01T07:00:00.0,bus-2,-0.00852158012307792
2020-01-01T07:00:00.0,bus-10,0.041439019040153686
2020-01-01T07:00:00.0,bus-3,-0.010941129770381173
2020-01-01T07:00:00.0,bus-1,0.027505567425056953
2020-01-01T08:00:00.0,bus-4,0.0
2020-01-01T08:00:00.0,bus-2,-0.008282223528223527
2020-01-01T08:00:00.0,bus-10,0.04091652768411788
2020-01-01T08:00:00.0,bus-3,-0.010638100401897705
2020-01-01T08:00:00.0,bus-1,0.0271789750252143
2020-01-01T09:00:00.0,bus-4,0.0
2020-01-01T09:00:00.0,bus-2,-0.008359830006753555
2020-01-01T09:00:00.0,bus-10,0.04108613615235601
