DateTime,name,value
2020-01-01T00:00:00.0,Bacon,-14.996625200115057
2020-01-01T01:00:00.0,Bacon,-14.728174628601876
2020-01-01T00:00:00.0,Adams,-74.18016245008977
2020-01-01T01:00:00.0,Adams,-74.2332620662875
2020-01-01T00:00:00.0,Bajer,-21.02619615686235
2020-01-01T01:00:00.0,Bajer,-20.649811850410877
2020-01-01T00:00:00.0,Adler,-137.65390970119753
2020-01-01T01:00:00.0,Adler,-137.75244507146135
2020-01-01T00:00:00.0,Cabell,-18.36127295896543
2020-01-01T01:00:00.0,Cabell,-17.520045803163516
2020-01-01T00:00:00.0,Bailey,-11.440724379469218
2020-01-01T01:00:00.0,Bailey,-11.235927036252976
2020-01-01T00:00:00.0,Alder,-95.59299284805383
2020-01-01T01:00:00.0,Alder,-95.66142018851482
2020-01-01T00:00:00.0,Allen,-149.125068842964
2020-01-01T01:00:00.0,Allen,-149.23181549408312
2020-01-01T00:00:00.0,Barton,-49.009589571510034
2020-01-01T01:00:00.0,Barton,-48.132282033678294
2020-01-01T00:00:00.0,Bach,-16.697273418684805
2020-01-01T01:00:00.0,Bach,-16.398379998855695
2020-01-01T00:00:00.0,Caesar,-30.602121598275712
2020-01-01T01:00:00.0,Caesar,-29.200076338605857
2020-01-01T00:00:00.0,Carew,-21.251473332135912
2020-01-01T01:00:00.0,Carew,-20.277830790698516
2020-01-01T00:00:00.0,Bain,-10.976911228950197
2020-01-01T01:00:00.0,Bain,-10.780416480729208
2020-01-01T00:00:00.0,Chase,-53.893736370296686
2020-01-01T01:00:00.0,Chase,-51.42457888521144
2020-01-01T00:00:00.0,Carrel,-29.072015518361933
2020-01-01T01:00:00.0,Carrel,-27.740072521675568
2020-01-01T00:00:00.0,Ali,-133.8301899872754
2020-01-01T01:00:00.0,Ali,-133.92598826392077
2020-01-01T00:00:00.0,Caruso,-33.152298398132025
2020-01-01T01:00:00.0,Caruso,-31.63341603348968
2020-01-01T00:00:00.0,Asser,-76.47439427844307
2020-01-01T01:00:00.0,Asser,-76.52913615081187
2020-01-01T00:00:00.0,Chifa,-17.001178665708732
2020-01-01T01:00:00.0,Chifa,-16.222264632558815
2020-01-01T00:00:00.0,Alger,-130.77121421613765
2020-01-01T01:00:00.0,Alger,-130.8648228178883
2020-01-01T00:00:00.0,Agricola,-56.591051766047876
2020-01-01T01:00:00.0,Agricola,-56.63156075160079
2020-01-01T00:00:00.0,Astor,-254.65973294721542
2020-01-01T01:00:00.0,Astor,-254.8420233822035
2020-01-01T00:00:00.0,Aiken,-54.29681993769457
2020-01-01T01:00:00.0,Aiken,-54.33568666707642
2020-01-01T00:00:00.0,Clay,-30.772133384932804
2020-01-01T01:00:00.0,Clay,-29.36229898493145
2020-01-01T00:00:00.0,Barlow,-40.97016162918031
2020-01-01T01:00:00.0,Barlow,-40.236765737932956
2020-01-01T00:00:00.0,Caine,-12.580872212624461
2020-01-01T01:00:00.0,Caine,-12.00447582809352
2020-01-01T00:00:00.0,Banks,-30.14785478373645
2020-01-01T01:00:00.0,Banks,-29.608186109045004
2020-01-01T00:00:00.0,Basov,-15.460438350634078
2020-01-01T01:00:00.0,Basov,-15.183685184125641
2020-01-01T00:00:00.0,Balzac,-27.055767113609637
2020-01-01T01:00:00.0,Balzac,-26.571449072219878
2020-01-01T00:00:00.0,Camus,-23.12160298536387
2020-01-01T01:00:00.0,Camus,-22.062279900279982
2020-01-01T00:00:00.0,Chain,-32.98228661147494
2020-01-01T01:00:00.0,Chain,-31.471193387164092
2020-01-01T00:00:00.0,Alber,-104.00517621868259
2020-01-01T01:00:00.0,Alber,-104.07962516510413
2020-01-01T00:00:00.0,Clark,-56.61392495681008
2020-01-01T01:00:00.0,Clark,-54.02014122642085
2020-01-01T00:00:00.0,Attar,-138.41865364398197
2020-01-01T01:00:00.0,Attar,-138.51773643296949
2020-01-01T00:00:00.0,Arthur,-242.42382986266455
2020-01-01T01:00:00.0,Arthur,-242.5973615980736
2020-01-01T00:00:00.0,Cecil,-45.05312346412814
2020-01-01T01:00:00.0,Cecil,-42.98900127628085
2020-01-01T00:00:00.0,Beethoven,-19.789361088811617
2020-01-01T01:00:00.0,Beethoven,-19.435117035680822
2020-01-01T00:00:00.0,Attila,-97.88722467640713
2020-01-01T01:00:00.0,Attila,-97.95729427303918
2020-01-01T00:00:00.0,Abel,-82.59234582071852
2020-01-01T01:00:00.0,Abel,-82.65146704287683
2020-01-01T00:00:00.0,Balch,-26.437349579584275
2020-01-01T01:00:00.0,Balch,-25.964101664854848
2020-01-01T00:00:00.0,Carter,-29.75206266499028
2020-01-01T01:00:00.0,Carter,-28.388963106977926
2020-01-01T00:00:00.0,Clive,-21.761508692107174
2020-01-01T01:00:00.0,Clive,-20.764498729675278
2020-01-01T00:00:00.0,Calvin,-12.0708368526532
2020-01-01T01:00:00.0,Calvin,-11.517807889116757
2020-01-01T00:00:00.0,Cabot,-16.49114330573747
2020-01-01T01:00:00.0,Cabot,-15.735596693582046
2020-01-01T00:00:00.0,Bayle,-51.48325970761148
2020-01-01T01:00:00.0,Bayle,-50.5616716631384
2020-01-01T00:00:00.0,Bede,-27.983393414647683
2020-01-01T01:00:00.0,Bede,-27.482470183267417
2020-01-01T00:00:00.0,Arnold,-148.36032490017953
2020-01-01T01:00:00.0,Arnold,-148.466524132575
2020-01-01T00:00:00.0,Baker,-19.325547938292598
2020-01-01T01:00:00.0,Baker,-18.979606480157052
2020-01-01T00:00:00.0,Barry,-29.993250400230114
2020-01-01T01:00:00.0,Barry,-29.45634925720375
2020-01-01T00:00:00.0,Arne,-202.65714483787414
2020-01-01T01:00:00.0,Arne,-202.80221079965145
2020-01-01T00:00:00.0,Baffin,-27.828789031141344
2020-01-01T01:00:00.0,Baffin,-27.330633331426156
